First_Name,EMail,Age,Gender,Location_Preferences,Coordinate,Country,City,Languages_Preferred,Last_Seen,Response_Time
Asdrubal,asdrubal.dörr@outlook.com,64,Other,Local or Remote,"(52.44105196540815, 13.142307329175843)",Germany,Berlin,"['Polish', 'Turkish', 'English']",Recently,Within a week
Kathryn,kathryn.petit@outlook.com,32,Female,Local Only,"(52.52273781488854, 13.099671718190702)",Germany,Berlin,"['Russian', 'German']",Today,Within a month
Valérie,valérie.tommaseo@protonmail.com,60,Male,Local or Remote,"(52.5770987563895, 13.662772098537928)",Germany,Berlin,"['Japanese', 'French']",Today,Within a month
Nicole,nicole.pizzo@icloud.com,59,Male,Local Only,"(52.489184817107656, 13.685089735287772)",Germany,Berlin,"['Punjabi', 'Turkish', 'Russian', 'Mandarin Chinese']",Within a Week,Within a month
Elodia,elodia.starościak@web.de,54,Male,Local Only,"(52.34136429557696, 13.320011137948551)",Germany,Berlin,"['Russian', 'Japanese']",Within a Week,Within a week
Graeme,graeme.barthelemy@protonmail.com,33,Other,Local Only,"(52.51763549020846, 13.623542331816132)",Germany,Berlin,"['Portuguese', 'German']",Today,Within a week
Birgid,birgid.szwaj@icloud.com,43,Male,Local or Remote,"(52.60951700239501, 13.46204953725147)",Germany,Berlin,"['French', 'Hindi']",Yesterday,Within a month
Bartolomeo,bartolomeo.masson@gmx.de,29,Other,Remote Only,"(52.623774471366545, 13.327667819994229)",Germany,Berlin,"['Japanese', 'Ukrainian', 'Spanish', 'Punjabi']",Today,Within a month
Maks,maks.guyon@gmx.de,26,Other,Local or Remote,"(52.39945586676173, 13.090884736679799)",Germany,Berlin,"['Russian', 'Hindi', 'French']",Over a Month Ago,Within a month
Rozalia,rozalia.giannetti@unitybox.de,45,Other,Remote Only,"(52.35775168951615, 13.261892467797843)",Germany,Berlin,"['Arabic', 'Ukrainian', 'Turkish', 'German']",Yesterday,Within 24 hours
Sara,sara.aliaga@gmx.de,61,Male,Local Only,"(52.3515572990925, 13.26782789012655)",Germany,Berlin,['Japanese'],Over a Month Ago,Within a month
Cevale,cevale.girschner@unitybox.de,57,Other,Local Only,"(52.52508284127503, 13.745213035477084)",Germany,Berlin,"['Punjabi', 'English']",Within a Week,Within a month
Melissa,melissa.valenciano@mail.com,47,Other,Local Only,"(52.36427783441295, 13.147832204700554)",Germany,Berlin,"['German', 'English']",Yesterday,Within a month
Kalgay,kalgay.necci@unitybox.de,33,Female,Remote Only,"(52.51783150938063, 13.593355667270869)",Germany,Berlin,['Ukrainian'],Within a Month,Within 24 hours
Imelda,imelda.correia@yahoo.com,20,Other,Local Only,"(52.49473437465776, 13.549116214032676)",Germany,Berlin,"['Punjabi', 'Ukrainian', 'English']",Within a Week,Within a week
Nelson,nelson.young@web.de,23,Female,Local or Remote,"(52.44835648175201, 13.323066594447763)",Germany,Berlin,"['Hindi', 'German', 'Ukrainian', 'Italian']",Over a Month Ago,Within a week
Lawrence,lawrence.batista@yahoo.com,40,Other,Local or Remote,"(52.43331414618071, 13.612868547584434)",Germany,Berlin,['Japanese'],Within a Month,Within a week
Patricia,patricia.koterba@web.de,57,Male,Remote Only,"(52.366509321496146, 13.5434930185592)",Germany,Berlin,"['Polish', 'Ukrainian']",Recently,Within a week
Vera,vera.moll@hotmail.com,52,Male,Remote Only,"(52.61337806273826, 13.481166643326322)",Germany,Berlin,"['Romanian', 'Mandarin Chinese', 'Italian', 'Japanese']",Within a Week,Within a week
Alphonse,alphonse.mason@zoho.com,19,Other,Local or Remote,"(52.43330664060943, 13.12010735077817)",Germany,Berlin,['English'],Yesterday,Within a month
Nakip,nakip.paul@mail.com,48,Male,Local or Remote,"(52.66626386207872, 13.108163877248794)",Germany,Berlin,"['English', 'Turkish', 'Romanian', 'Hindi']",Within a Week,Within a week
Stephanie,stephanie.fabre@mail.com,56,Other,Local or Remote,"(52.433977386657695, 13.638082148712908)",Germany,Berlin,"['Bengali', 'Ukrainian', 'Spanish', 'Portuguese']",Recently,Within a month
Pastora,pastora.reuter@hotmail.com,57,Male,Remote Only,"(52.441688134971066, 13.319071879823284)",Germany,Berlin,"['Turkish', 'German', 'Japanese', 'Arabic', 'Ukrainian']",Today,Within 24 hours
Ülküm,ülküm.lambert@1und1.de,47,Male,Local Only,"(52.38287930768738, 13.16999750198571)",Germany,Berlin,['Japanese'],Within a Month,Within 24 hours
Mara,mara.armas@1und1.de,55,Male,Local Only,"(52.583936931352895, 13.757833699520283)",Germany,Berlin,['German'],Today,Within 24 hours
Maks,maks.kapka@gmail.com,52,Female,Remote Only,"(52.375967828600956, 13.19693486151054)",Germany,Berlin,"['French', 'Romanian', 'Bengali', 'Arabic', 'Punjabi']",Today,Within 24 hours
Olaf,olaf.mende@unitybox.de,49,Female,Local or Remote,"(52.54049919473505, 13.617750198743535)",Germany,Berlin,"['Polish', 'English', 'Arabic', 'Punjabi', 'Ukrainian']",Within a Month,Within 24 hours
Stéphane,stéphane.beyer@gmail.com,25,Female,Remote Only,"(52.431558433946044, 13.48754601821416)",Germany,Berlin,"['Arabic', 'Spanish', 'Portuguese', 'French', 'Turkish']",Within a Week,Within 24 hours
Amy,amy.batlle@outlook.com,30,Female,Local Only,"(52.545782345524884, 13.471728369237246)",Germany,Berlin,"['Spanish', 'Mandarin Chinese', 'Italian']",Within a Month,Within a week
Giovanna,giovanna.esteves@gmail.com,27,Female,Remote Only,"(52.545746791525374, 13.596742672614845)",Germany,Berlin,['Italian'],Yesterday,Within 24 hours
Dorota,dorota.james@icloud.com,25,Female,Remote Only,"(52.58016214448175, 13.248767783441457)",Germany,Berlin,"['Bengali', 'Romanian', 'Italian', 'English']",Within a Month,Within a week
Alışık,alışık.yüksel@1und1.de,44,Other,Remote Only,"(52.57722807872948, 13.227976435480477)",Germany,Berlin,"['Italian', 'English', 'Turkish']",Yesterday,Within a week
Beverley,beverley.clarke@aol.com,26,Male,Remote Only,"(52.67204943021753, 13.332867648734632)",Germany,Berlin,"['Romanian', 'Polish']",Today,Within a week
Andrzej,andrzej.villalonga@web.de,43,Female,Local Only,"(52.59418054930705, 13.243936340401065)",Germany,Berlin,"['Italian', 'English', 'Bengali', 'Arabic']",Recently,Within 24 hours
Guglielmo,guglielmo.sousa@unitybox.de,29,Other,Local or Remote,"(52.402448969055854, 13.70654497442635)",Germany,Berlin,"['Ukrainian', 'Turkish']",Over a Month Ago,Within a week
Greco,greco.dufour@yahoo.com,23,Male,Local Only,"(52.393910007159676, 13.590695613864941)",Germany,Berlin,['Japanese'],Yesterday,Within a week
Brenda,brenda.baptista@unitybox.de,46,Other,Local or Remote,"(52.547447123207256, 13.583023814481729)",Germany,Berlin,"['Romanian', 'Mandarin Chinese', 'Turkish', 'Bengali']",Over a Month Ago,Within a week
Tomasz,tomasz.lopez@arcor.de,44,Other,Local Only,"(52.56712629761301, 13.306318732606778)",Germany,Berlin,['Mandarin Chinese'],Within a Month,Within a week
Margot,margot.leconte@unitybox.de,25,Female,Local or Remote,"(52.58687152748739, 13.183233846095197)",Germany,Berlin,['Mandarin Chinese'],Within a Month,Within a week
Çağlar,çağlar.armatys@aol.com,61,Female,Remote Only,"(52.341708695873216, 13.734156306740234)",Germany,Berlin,"['German', 'Italian', 'Hindi']",Within a Week,Within a week
Semrin,semrin.mannoia@gmail.com,19,Other,Remote Only,"(52.350800414866576, 13.61546773096246)",Germany,Berlin,"['Spanish', 'Ukrainian', 'German', 'Portuguese']",Today,Within a week
Krystyna,krystyna.keudel@aol.com,57,Female,Local Only,"(52.61635149382083, 13.247326010053389)",Germany,Berlin,"['Romanian', 'Italian', 'Ukrainian', 'Russian', 'English']",Recently,Within 24 hours
Graham,graham.thompson@gmail.com,41,Female,Local or Remote,"(52.619965707476595, 13.300551706357773)",Germany,Berlin,['German'],Recently,Within a week
Gustavo,gustavo.teixeira@yahoo.com,46,Other,Local or Remote,"(52.55568980507772, 13.646509662491274)",Germany,Berlin,"['Bengali', 'Ukrainian', 'Turkish', 'Italian']",Today,Within 24 hours
Théodore,théodore.lemaire@aol.com,26,Female,Remote Only,"(52.56241431592052, 13.161736979697823)",Germany,Berlin,"['Polish', 'Romanian']",Over a Month Ago,Within a week
Renée,renée.palomino@1und1.de,24,Other,Local or Remote,"(52.37887446033078, 13.3295363680861)",Germany,Berlin,"['Bengali', 'Arabic', 'Japanese']",Within a Month,Within 24 hours
Santino,santino.porter@hotmail.com,52,Female,Local Only,"(52.64574257916656, 13.396798126727587)",Germany,Berlin,"['French', 'Spanish', 'Portuguese', 'German']",Within a Week,Within a week
Tadeusz,tadeusz.kroker@yahoo.com,35,Other,Remote Only,"(52.5918156815661, 13.118421828680468)",Germany,Berlin,"['Bengali', 'Mandarin Chinese', 'Hindi', 'Arabic']",Within a Month,Within 24 hours
Gerard,gerard.lima@web.de,38,Female,Local Only,"(52.637921247924574, 13.475174083894432)",Germany,Berlin,"['English', 'Italian']",Within a Month,Within 24 hours
Cantez,cantez.allain@1und1.de,50,Other,Local or Remote,"(52.554315447776936, 13.605983550434843)",Germany,Berlin,"['Romanian', 'Turkish']",Today,Within a month
Nuno,nuno.ferraris@1und1.de,61,Other,Remote Only,"(52.51423312688316, 13.722602659236536)",Germany,Berlin,"['Hindi', 'Bengali', 'Arabic']",Today,Within a week
Özdal,özdal.ramos@aol.com,41,Male,Local or Remote,"(52.40379497986069, 13.145584401428577)",Germany,Berlin,['Japanese'],Within a Week,Within a month
Iara,iara.sezgin@1und1.de,38,Male,Local or Remote,"(52.628270481144625, 13.263135515821801)",Germany,Berlin,"['Japanese', 'Romanian']",Recently,Within a week
Jordán,jordán.carneiro@yahoo.com,37,Female,Remote Only,"(52.405969022114, 13.09671545965078)",Germany,Berlin,['Hindi'],Over a Month Ago,Within a month
Manuelita,manuelita.guerreiro@mail.com,51,Male,Remote Only,"(52.348223085312576, 13.359314609013266)",Germany,Berlin,['German'],Recently,Within 24 hours
Allan,allan.gröttner@freenet.de,33,Male,Local or Remote,"(52.5097599601222, 13.59747456625309)",Germany,Berlin,"['Spanish', 'Hindi']",Recently,Within 24 hours
Jerzy,jerzy.ertaş@aol.com,60,Female,Local Only,"(52.5115889373944, 13.464033524450656)",Germany,Berlin,"['English', 'Turkish', 'Russian', 'Ukrainian']",Today,Within a month
Fernando,fernando.herrmann@protonmail.com,60,Female,Remote Only,"(52.604008000001265, 13.49787688492496)",Germany,Berlin,"['Portuguese', 'German', 'Ukrainian']",Recently,Within a month
Carla,carla.trotta@protonmail.com,56,Other,Remote Only,"(52.444890770647866, 13.171956331608245)",Germany,Berlin,['Turkish'],Within a Week,Within 24 hours
Thomas,thomas.garcia@freenet.de,27,Other,Remote Only,"(52.59972999140736, 13.757235904825114)",Germany,Berlin,"['French', 'Arabic']",Within a Week,Within a month
Jacqueline,jacqueline.doroba@unitybox.de,42,Other,Local or Remote,"(52.43421674195109, 13.476504190229527)",Germany,Berlin,"['German', 'Romanian', 'Hindi', 'Turkish']",Recently,Within a week
Ayülker,ayülker.çorlu@yahoo.com,29,Female,Local Only,"(52.5747190501877, 13.154522201942784)",Germany,Berlin,"['Polish', 'Arabic']",Recently,Within a week
Dilhuş,dilhuş.hayrioğlu@unitybox.de,20,Other,Local or Remote,"(52.62659472596932, 13.448272730453956)",Germany,Berlin,"['Italian', 'Russian', 'Romanian', 'Polish']",Over a Month Ago,Within 24 hours
Sylwia,sylwia.sheppard@outlook.com,40,Female,Remote Only,"(52.44039237076834, 13.490373603822722)",Germany,Berlin,"['English', 'Arabic', 'Italian', 'Mandarin Chinese', 'Bengali']",Yesterday,Within a week
Giuliano,giuliano.czuryło@arcor.de,57,Male,Local or Remote,"(52.624341772493786, 13.612286717862997)",Germany,Berlin,"['Mandarin Chinese', 'Hindi', 'German', 'Italian']",Within a Week,Within a week
César,césar.branciforte@icloud.com,21,Other,Remote Only,"(52.49155378308068, 13.263499184195185)",Germany,Berlin,"['Romanian', 'Punjabi']",Recently,Within 24 hours
Ricardo,ricardo.tarhan@web.de,63,Male,Local or Remote,"(52.3760905464633, 13.517229829689636)",Germany,Berlin,['Japanese'],Recently,Within 24 hours
María Carmen,maría carmen.paffrath@web.de,64,Female,Local Only,"(52.606462287914624, 13.49522798058934)",Germany,Berlin,"['English', 'Italian']",Within a Week,Within a month
Jérôme,jérôme.lancisi@mail.com,62,Male,Remote Only,"(52.37375496563147, 13.282462652026231)",Germany,Berlin,"['Russian', 'Turkish', 'English', 'Hindi']",Today,Within 24 hours
Amélia,amélia.godard@unitybox.de,57,Other,Local or Remote,"(52.34916217092631, 13.584322759029595)",Germany,Berlin,"['Italian', 'Hindi', 'Portuguese']",Within a Month,Within a month
Josephine,josephine.jones@gmx.de,48,Female,Remote Only,"(52.531879500880834, 13.539049439106178)",Germany,Berlin,"['Bengali', 'Polish', 'Ukrainian', 'Romanian', 'German']",Recently,Within a week
Hella,hella.toussaint@outlook.com,18,Male,Local Only,"(52.561864860185466, 13.646421895305656)",Germany,Berlin,"['Turkish', 'German']",Within a Week,Within a month
Angelica,angelica.monteiro@arcor.de,18,Male,Remote Only,"(52.52149371907533, 13.585677398616548)",Germany,Berlin,"['Japanese', 'Italian', 'Hindi', 'English', 'Romanian']",Over a Month Ago,Within a week
Zeynep,zeynep.leite@protonmail.com,33,Other,Local or Remote,"(52.628095864059, 13.161983305134669)",Germany,Berlin,['Polish'],Yesterday,Within a month
Stanley,stanley.gül@protonmail.com,49,Other,Local Only,"(52.58947862245632, 13.10513248426265)",Germany,Berlin,"['Bengali', 'Russian', 'Turkish', 'Italian', 'Ukrainian']",Within a Month,Within a month
German,german.jódar@t-online.de,41,Male,Local Only,"(52.65220845793057, 13.20299560875643)",Germany,Berlin,"['Portuguese', 'French', 'Russian', 'Japanese', 'German']",Today,Within a week
Mathew,mathew.guillon@unitybox.de,24,Male,Remote Only,"(52.40425156196085, 13.677952559171901)",Germany,Berlin,"['Italian', 'German', 'Punjabi', 'Bengali', 'French']",Within a Month,Within 24 hours
Nelson,nelson.brown@gmail.com,41,Other,Local or Remote,"(52.343533906957525, 13.325105976240879)",Germany,Berlin,['Polish'],Yesterday,Within a month
Fryderyk,fryderyk.escobar@yahoo.com,41,Other,Local or Remote,"(52.64470798927521, 13.19543945553479)",Germany,Berlin,"['German', 'Russian']",Within a Week,Within a month
Beatrice,beatrice.rhodes@t-online.de,64,Male,Local Only,"(52.42235514100154, 13.243817924104745)",Germany,Berlin,"['Arabic', 'Russian', 'Portuguese', 'Bengali', 'English']",Over a Month Ago,Within a month
Rosalia,rosalia.solana@web.de,44,Other,Local Only,"(52.56306876256883, 13.464625695203178)",Germany,Berlin,"['Arabic', 'Hindi', 'German', 'Polish', 'Punjabi']",Today,Within a week
Yvonne,yvonne.morris@1und1.de,49,Male,Local or Remote,"(52.58145325991427, 13.606022923570313)",Germany,Berlin,"['Arabic', 'French', 'Japanese']",Within a Week,Within a month
Greca,greca.evrard@t-online.de,31,Other,Local or Remote,"(52.417094977411466, 13.25436606836373)",Germany,Berlin,"['Bengali', 'Romanian', 'French', 'Russian', 'Mandarin Chinese']",Within a Month,Within a month
Josh,josh.le gall@protonmail.com,60,Other,Local Only,"(52.37282309283083, 13.662037895896086)",Germany,Berlin,"['Russian', 'Japanese', 'Punjabi', 'Italian']",Today,Within 24 hours
Diana,diana.christoph@zoho.com,54,Other,Local Only,"(52.51281868557804, 13.347641608780243)",Germany,Berlin,['English'],Recently,Within a month
Susan,susan.almeida@aol.com,59,Other,Local Only,"(52.539085071385614, 13.747674076202847)",Germany,Berlin,"['Russian', 'Ukrainian']",Yesterday,Within 24 hours
Gerard,gerard.gonzalez@protonmail.com,53,Male,Local Only,"(52.38273396994935, 13.550389250388799)",Germany,Berlin,"['Ukrainian', 'Turkish', 'Spanish', 'German', 'Bengali']",Today,Within a week
Baba,baba.kiepura@unitybox.de,61,Male,Local or Remote,"(52.55736340699895, 13.33316186003819)",Germany,Berlin,"['Polish', 'Bengali', 'Ukrainian']",Today,Within 24 hours
Flora,flora.rémy@gmx.de,57,Male,Local or Remote,"(52.34964111174705, 13.155373171152792)",Germany,Berlin,"['Romanian', 'French']",Within a Week,Within a week
Giada,giada.barbier@gmail.com,65,Male,Local or Remote,"(52.458299613802296, 13.108640676819881)",Germany,Berlin,"['Mandarin Chinese', 'Punjabi', 'Ukrainian', 'Romanian']",Within a Week,Within a month
Karol,karol.mycek@freenet.de,38,Female,Local or Remote,"(52.60841011313216, 13.55645684443265)",Germany,Berlin,['Turkish'],Today,Within a week
Błażej,błażej.aslan@gmail.com,38,Female,Local Only,"(52.382009064384214, 13.533754190522723)",Germany,Berlin,"['Turkish', 'Russian', 'Portuguese', 'Romanian']",Within a Month,Within a month
Abbie,abbie.fraser@web.de,53,Male,Local or Remote,"(52.64095762326622, 13.39942816118384)",Germany,Berlin,"['Mandarin Chinese', 'Spanish', 'Russian', 'Arabic']",Today,Within a week
Sara,sara.łuszczak@arcor.de,52,Male,Remote Only,"(52.420886523841006, 13.227001703029766)",Germany,Berlin,"['Ukrainian', 'Polish', 'Bengali', 'Japanese']",Today,Within a month
Bernardo,bernardo.durmuş@mail.com,47,Other,Local Only,"(52.576699672323805, 13.716623896684888)",Germany,Berlin,"['Romanian', 'Punjabi']",Within a Week,Within 24 hours
Valentine,valentine.hahn@aol.com,29,Other,Local Only,"(52.62704356548434, 13.752871718019925)",Germany,Berlin,"['German', 'Punjabi']",Today,Within a week
Corinne,corinne.sadoch@1und1.de,63,Other,Local Only,"(52.515633925116475, 13.264680472851822)",Germany,Berlin,"['French', 'Turkish', 'German']",Within a Week,Within 24 hours
Álvaro,álvaro.vitturi@aol.com,62,Male,Remote Only,"(52.35986729244157, 13.09738011127593)",Germany,Berlin,"['Italian', 'Punjabi']",Within a Week,Within 24 hours
Vito,vito.cousin@aol.com,57,Female,Remote Only,"(52.612079836262694, 13.336034725908068)",Germany,Berlin,"['Turkish', 'Romanian', 'Japanese']",Recently,Within a week
Paulina,paulina.dzieża@t-online.de,20,Female,Local or Remote,"(52.5883850736175, 13.530553665890926)",Germany,Berlin,['Romanian'],Within a Month,Within 24 hours
Modesto,modesto.mans@arcor.de,40,Other,Local or Remote,"(52.47868186400438, 13.248410638067053)",Germany,Berlin,"['Punjabi', 'Spanish', 'Hindi', 'Portuguese', 'Italian']",Within a Week,Within a month
Akgöl,akgöl.malon@1und1.de,56,Other,Local Only,"(52.62237445358772, 13.740886371064443)",Germany,Berlin,['Turkish'],Yesterday,Within a month
Márcio,márcio.şafak@protonmail.com,20,Female,Remote Only,"(52.60262033942903, 13.678795916871232)",Germany,Berlin,"['Italian', 'Hindi', 'Portuguese']",Within a Month,Within a week
Arsenio,arsenio.vélez@yahoo.com,39,Male,Local or Remote,"(52.39242085567237, 13.101379183226834)",Germany,Berlin,"['Hindi', 'Arabic', 'Ukrainian', 'Turkish', 'Bengali']",Recently,Within a week
Alícia,alícia.fritsch@t-online.de,18,Male,Local or Remote,"(52.53578657729093, 13.212541015773718)",Germany,Berlin,"['Italian', 'German', 'Bengali', 'Turkish']",Today,Within 24 hours
Pelayo,pelayo.täsche@t-online.de,46,Female,Local Only,"(52.456240658390996, 13.46243888579087)",Germany,Berlin,"['Arabic', 'Japanese', 'Punjabi', 'French', 'German']",Within a Month,Within a week
Christelle,christelle.wohlgemut@outlook.com,24,Male,Remote Only,"(52.55120026763356, 13.66074166891006)",Germany,Berlin,"['Mandarin Chinese', 'English', 'Romanian']",Yesterday,Within a month
Kevin,kevin.bartkowicz@icloud.com,35,Female,Local or Remote,"(52.45165884523759, 13.53972960766594)",Germany,Berlin,['Romanian'],Recently,Within a month
Jan,jan.çorlu@mail.com,29,Other,Local or Remote,"(52.58126056307698, 13.480939415259757)",Germany,Berlin,"['Turkish', 'Bengali', 'Polish', 'Ukrainian', 'German']",Within a Week,Within a week
Ildiko,ildiko.almagià@zoho.com,34,Female,Local or Remote,"(52.40758829428475, 13.110818063177394)",Germany,Berlin,"['Ukrainian', 'Spanish', 'Polish']",Today,Within a week
Livia,livia.vaz@web.de,26,Other,Local or Remote,"(52.64791552550361, 13.53976945669293)",Germany,Berlin,['Ukrainian'],Over a Month Ago,Within a month
Glauco,glauco.brady@outlook.com,40,Other,Local Only,"(52.47641760773407, 13.261874450319462)",Germany,Berlin,"['Italian', 'Polish', 'Arabic']",Within a Month,Within 24 hours
Jose Antonio,jose antonio.drewes@yahoo.com,39,Other,Local Only,"(52.51955547752403, 13.577806759873738)",Germany,Berlin,"['Romanian', 'Bengali', 'Russian']",Within a Week,Within a week
Cándida,cándida.ashton@t-online.de,44,Female,Local Only,"(52.62313873851916, 13.317149251667308)",Germany,Berlin,"['Punjabi', 'Arabic', 'Portuguese']",Over a Month Ago,Within a month
Sylwia,sylwia.şama@freenet.de,57,Female,Local Only,"(52.34149283321111, 13.547152810834033)",Germany,Berlin,"['Polish', 'Japanese']",Recently,Within 24 hours
Wayne,wayne.olivé@arcor.de,59,Other,Local Only,"(52.6547515990364, 13.604079787616042)",Germany,Berlin,"['English', 'Turkish', 'Mandarin Chinese', 'Hindi', 'Polish']",Within a Month,Within a week
Ronald,ronald.henriques@mail.com,18,Female,Local or Remote,"(52.55334059628651, 13.295156746637332)",Germany,Berlin,"['Arabic', 'Italian', 'Romanian', 'French', 'Russian']",Within a Month,Within a month
Bárbara,bárbara.yılmaz@protonmail.com,32,Other,Remote Only,"(52.46566838897412, 13.174889519688927)",Germany,Berlin,"['Portuguese', 'Mandarin Chinese', 'Japanese', 'German', 'Russian']",Yesterday,Within a month
Fernando,fernando.wereda@gmx.de,19,Male,Local or Remote,"(52.407693512384824, 13.128622168966471)",Germany,Berlin,['Japanese'],Today,Within a week
Marten,marten.hyjek@outlook.com,59,Female,Local Only,"(52.51434509160817, 13.626070151271426)",Germany,Berlin,"['English', 'Ukrainian']",Yesterday,Within 24 hours
Albano,albano.gonzaga@zoho.com,57,Other,Local or Remote,"(52.53481083143894, 13.37160667505388)",Germany,Berlin,"['French', 'Polish', 'Spanish', 'Italian']",Yesterday,Within 24 hours
Arnaldo,arnaldo.martel@mail.com,33,Female,Local Only,"(52.56390863618436, 13.676953501296955)",Germany,Berlin,"['English', 'Punjabi']",Recently,Within a week
Vanesa,vanesa.dorobek@outlook.com,26,Male,Local Only,"(52.538186920646666, 13.560389688942832)",Germany,Berlin,"['Italian', 'Spanish', 'Arabic', 'Portuguese']",Today,Within a week
Martina,martina.carvalho@t-online.de,41,Other,Remote Only,"(52.38864356380359, 13.601939133697114)",Germany,Berlin,"['English', 'Japanese', 'Turkish', 'Punjabi']",Within a Month,Within a month
Kiramettin,kiramettin.pérez@icloud.com,61,Female,Local Only,"(52.60268934946614, 13.663990862642903)",Germany,Berlin,"['Arabic', 'Romanian', 'Spanish', 'French']",Recently,Within a week
Bertrand,bertrand.vallée@icloud.com,39,Other,Local Only,"(52.58436053800528, 13.593013460992754)",Germany,Berlin,"['Italian', 'Bengali', 'Russian', 'Portuguese']",Over a Month Ago,Within 24 hours
Custodio,custodio.brunello@t-online.de,34,Other,Local Only,"(52.38659358016136, 13.111697547344969)",Germany,Berlin,['Spanish'],Within a Month,Within a week
Thérèse,thérèse.akça@t-online.de,57,Female,Local Only,"(52.54292992871652, 13.484521471415283)",Germany,Berlin,['Romanian'],Over a Month Ago,Within a week
Ubaldo,ubaldo.sá@icloud.com,58,Female,Local or Remote,"(52.67102129532367, 13.496829887132602)",Germany,Berlin,"['Bengali', 'Turkish']",Within a Month,Within a week
Abram,abram.mascagni@outlook.com,52,Other,Remote Only,"(52.506407733323734, 13.237478467430396)",Germany,Berlin,"['Portuguese', 'Mandarin Chinese', 'English']",Yesterday,Within a month
Vincenza,vincenza.akça@zoho.com,40,Other,Local or Remote,"(52.62882764915932, 13.208287392992885)",Germany,Berlin,['Italian'],Over a Month Ago,Within 24 hours
Terry,terry.gullotta@web.de,52,Female,Local Only,"(52.54173077065502, 13.235066053771165)",Germany,Berlin,['Polish'],Within a Week,Within a week
Guillermo,guillermo.carli@protonmail.com,45,Other,Local or Remote,"(52.45006655342035, 13.591048173131693)",Germany,Berlin,"['French', 'English', 'Russian', 'German', 'Portuguese']",Today,Within a month
Romolo,romolo.trezzini@web.de,46,Male,Remote Only,"(52.433271225053495, 13.581051549245615)",Germany,Berlin,"['Punjabi', 'Polish', 'Italian']",Within a Week,Within 24 hours
Diana,diana.scalfaro@mail.com,38,Female,Local Only,"(52.55501406750547, 13.680964620785346)",Germany,Berlin,"['English', 'Hindi', 'Portuguese', 'Italian']",Today,Within a month
Teo,teo.putz@zoho.com,30,Female,Local or Remote,"(52.48236578497048, 13.700476827257306)",Germany,Berlin,['Arabic'],Within a Week,Within a month
Raymond,raymond.day@hotmail.com,35,Female,Local Only,"(52.66083201749704, 13.198398887913422)",Germany,Berlin,"['French', 'Portuguese', 'English', 'Italian']",Yesterday,Within a month
Mertel,mertel.righi@web.de,47,Female,Remote Only,"(52.4524096269449, 13.179906264722625)",Germany,Berlin,"['English', 'Hindi']",Recently,Within a month
Éléonore,éléonore.ferreira@icloud.com,44,Male,Remote Only,"(52.38853891433964, 13.656284634597855)",Germany,Berlin,['Ukrainian'],Today,Within a month
Rosie,rosie.arteaga@unitybox.de,21,Female,Remote Only,"(52.44045741527291, 13.187587347636681)",Germany,Berlin,"['Spanish', 'Italian', 'Turkish', 'Ukrainian', 'Portuguese']",Within a Week,Within a week
Corinne,corinne.wojczuk@gmx.de,62,Male,Remote Only,"(52.45791949842266, 13.132586866701043)",Germany,Berlin,"['Japanese', 'Bengali']",Within a Month,Within 24 hours
Marthe,marthe.bilge@gmx.de,51,Male,Local or Remote,"(52.404425002165254, 13.553474921905778)",Germany,Berlin,"['Turkish', 'Arabic']",Yesterday,Within a week
Sylvie,sylvie.hajda@1und1.de,33,Female,Local Only,"(52.60756223322549, 13.641090267926316)",Germany,Berlin,"['Polish', 'Russian']",Today,Within a month
Gümüştekin,gümüştekin.richardson@gmail.com,49,Female,Remote Only,"(52.43091592257138, 13.5675561491848)",Germany,Berlin,"['English', 'Turkish', 'Punjabi', 'German', 'Arabic']",Today,Within 24 hours
Luciana,luciana.babiuch@icloud.com,23,Female,Local or Remote,"(52.56846891761286, 13.729276936273546)",Germany,Berlin,"['Polish', 'English', 'Turkish', 'Bengali']",Recently,Within a month
Bettina,bettina.plona@unitybox.de,59,Male,Local Only,"(52.41046265839943, 13.192513618166764)",Germany,Berlin,"['Arabic', 'Turkish']",Over a Month Ago,Within 24 hours
Giustino,giustino.webb@aol.com,58,Male,Local Only,"(52.408429869459546, 13.237361627301873)",Germany,Berlin,"['Bengali', 'Romanian', 'French', 'Polish', 'English']",Within a Week,Within 24 hours
Christian,christian.pozo@gmx.de,36,Female,Local or Remote,"(52.48075926893298, 13.233094777261401)",Germany,Berlin,"['Italian', 'English']",Today,Within 24 hours
Yücel,yücel.vaillant@zoho.com,44,Female,Remote Only,"(52.57907501055299, 13.697827813178225)",Germany,Berlin,['Italian'],Over a Month Ago,Within a week
Pellegrino,pellegrino.leite@1und1.de,28,Female,Remote Only,"(52.46924799533916, 13.587489840356133)",Germany,Berlin,"['Mandarin Chinese', 'Spanish', 'Bengali', 'Russian', 'Portuguese']",Today,Within a week
Laurent,laurent.georges@freenet.de,60,Male,Remote Only,"(52.355705686273296, 13.366921452302151)",Germany,Berlin,"['Hindi', 'Polish', 'Spanish']",Over a Month Ago,Within a week
Krystyna,krystyna.delattre@1und1.de,19,Female,Local or Remote,"(52.49509445628439, 13.24057059910829)",Germany,Berlin,"['Mandarin Chinese', 'Portuguese']",Recently,Within a month
Carlota,carlota.piątkiewicz@protonmail.com,30,Other,Local or Remote,"(52.389252218413496, 13.625768926422746)",Germany,Berlin,"['Bengali', 'German', 'Portuguese']",Over a Month Ago,Within a month
